"frequency";"r ngspice/ac.v(out)";"i ngspice/ac.v(out)"
4.23339e+06;7.20703e-07;-1.78844e-07
4.24071e+06;-7.60376e-07;-6.41586e-07
4.24804e+06;-4.89876e-08;8.19522e-07
4.25536e+06;1.23436e-07;-3.00602e-07
4.26269e+06;1.75836e-08;5.31925e-07
4.27001e+06;5.79359e-07;-5.34925e-07
4.27734e+06;-6.59363e-07;-6.69781e-08
4.28466e+06;3.15339e-07;1.46144e-07
4.29198e+06;-2.11786e-07;-1.09863e-07
4.29931e+06;-4.75315e-08;3.59758e-08
4.30663e+06;9.33795e-08;2.60852e-07
4.31396e+06;1.80161e-07;-3.30085e-07
4.32128e+06;-4.36027e-07;-1.21688e-07
4.3286e+06;-4.29656e-08;5.65865e-07
4.33593e+06;2.513e-07;1.73636e-08
4.34325e+06;5.02634e-07;-1.72486e-08
4.35058e+06;-3.33137e-07;-6.08592e-07
4.3579e+06;-9.30504e-08;4.52439e-07
4.36523e+06;2.56843e-07;-4.88105e-07
4.37255e+06;-8.83987e-07;8.26101e-08
4.37987e+06;3.39e-07;1.03557e-06
4.3872e+06;1.10313e-06;-5.2317e-07
4.39452e+06;-7.21271e-07;-9.66646e-07
4.40185e+06;-6.21559e-07;7.00449e-07
4.40917e+06;4.39145e-07;4.59303e-07
4.4165e+06;4.81009e-07;-4.69611e-07
4.42382e+06;-6.44043e-07;1.55326e-08
4.43114e+06;6.59022e-07;1.14848e-07
4.43847e+06;-6.77517e-07;-3.48797e-07
4.44579e+06;6.03619e-07;4.06527e-07
4.45312e+06;-6.50239e-07;-4.26998e-07
4.46044e+06;6.63026e-07;3.28947e-07
4.46776e+06;-8.5662e-07;-4.05697e-07
4.47509e+06;4.85367e-07;7.34352e-07
4.48241e+06;1.05625e-07;-4.17053e-07
4.48974e+06;-2.22657e-07;9.08245e-09
4.49706e+06;3.59566e-07;3.50431e-07
4.50439e+06;7.69688e-10;-1.00215e-06
4.51171e+06;-9.11208e-07;7.66796e-07
4.51903e+06;6.53508e-07;-1.83182e-07
4.52636e+06;-6.92022e-07;8.77758e-07
4.53368e+06;1.66499e-06;-3.52671e-07
4.54101e+06;-7.26547e-07;-5.97774e-07
4.54833e+06;-1.33951e-07;-2.26718e-07
4.55565e+06;-1.64935e-07;6.78103e-07
4.56298e+06;2.2686e-07;-6.60778e-07
4.5703e+06;-3.59149e-07;6.94431e-07
4.57763e+06;6.13877e-07;-3.70658e-07
4.58495e+06;-3.10554e-07;-3.8791e-07
4.59228e+06;-8.01619e-07;3.92056e-07
4.5996e+06;1.08417e-06;6.49361e-07
4.60692e+06;-3.69541e-07;-1.03002e-06
4.61425e+06;1.54704e-08;7.4368e-07
4.62157e+06;4.14328e-08;-5.09937e-07
4.6289e+06;1.6124e-07;2.93349e-07
4.63622e+06;-4.21916e-07;-5.65844e-07
4.64355e+06;-8.33111e-08;7.96523e-07
4.65087e+06;5.75772e-07;-1.00512e-07
4.65819e+06;-2.10917e-07;-5.91344e-07
4.66552e+06;-2.88651e-07;5.03077e-07
4.67284e+06;3.22444e-07;4.64113e-08
4.68017e+06;2.97997e-07;-4.65733e-07
4.68749e+06;-8.92436e-07;6.37683e-08
4.69481e+06;6.72659e-07;3.3073e-07
4.70214e+06;-6.01306e-07;-2.30769e-07
4.70946e+06;7.09078e-07;5.46773e-07
4.71679e+06;-1.96274e-07;-9.635e-07
4.72411e+06;-5.01193e-07;6.0496e-07
4.73144e+06;2.30787e-07;4.27246e-08
4.73876e+06;3.38889e-07;4.26118e-07
4.74608e+06;2.24763e-07;-1.04272e-06
4.75341e+06;-7.51298e-07;5.30864e-07
4.76073e+06;2.60172e-07;-5.2061e-08
4.76806e+06;5.79751e-08;2.65475e-07
4.77538e+06;1.52089e-07;1.31029e-08
4.78271e+06;2.92823e-07;-5.56433e-07
4.79003e+06;-7.03223e-07;1.07935e-07
4.79735e+06;6.54164e-08;4.45092e-07
4.80468e+06;7.29211e-07;-2.63825e-07
4.812e+06;-9.53189e-07;-2.36296e-07
4.81933e+06;6.21249e-07;5.05092e-07
4.82665e+06;-3.18434e-07;-3.05933e-07
4.83397e+06;4.66891e-07;1.54302e-07
4.8413e+06;-5.22159e-07;-5.09904e-07
4.84862e+06;-1.38531e-07;5.12837e-07
4.85595e+06;1.41388e-07;4.60401e-07
4.86327e+06;7.13373e-07;-4.67657e-07
4.8706e+06;-4.35251e-07;5.90514e-08
4.87792e+06;3.30919e-07;-4.9277e-07
4.88524e+06;-5.77132e-07;2.97509e-07
4.89257e+06;3.32204e-07;-1.72131e-07
4.89989e+06;-4.47814e-07;3.72144e-08
4.90722e+06;5.22761e-08;4.18478e-07
4.91454e+06;4.52406e-07;-1.53165e-08
4.92187e+06;5.26992e-09;-2.69815e-07
4.92919e+06;-2.19743e-07;-2.56284e-07
4.93651e+06;-6.42763e-08;3.47829e-07
4.94384e+06;-1.37042e-07;-9.71438e-08
4.95116e+06;3.99019e-07;2.45953e-07
4.95849e+06;-2.32285e-07;-4.11062e-07
4.96581e+06;5.42006e-08;4.93373e-07
4.97313e+06;2.40704e-07;-7.96146e-07
4.98046e+06;-7.16105e-07;7.39851e-07
4.98778e+06;6.69257e-07;-3.17047e-07
4.99511e+06;-3.34805e-07;2.25871e-08
5.00243e+06;-1.43994e-07;1.31907e-07
5.00976e+06;3.23187e-07;2.56917e-07
5.01708e+06;1.05734e-07;-3.03741e-07
5.0244e+06;8.49928e-08;1.56644e-07
5.03173e+06;-6.04005e-08;-7.5158e-07
5.03905e+06;-6.14603e-07;6.39874e-07
5.04638e+06;3.27374e-07;7.26564e-08
5.0537e+06;4.31409e-07;2.45754e-07
5.06103e+06;-3.80962e-08;-8.9046e-07
5.06835e+06;-5.02088e-07;3.0788e-07
5.07567e+06;-6.41086e-08;8.15074e-08
5.083e+06;1.35713e-07;3.54665e-07
5.09032e+06;1.19577e-07;-3.12353e-07
5.09765e+06;-1.29359e-07;4.09836e-07
5.10497e+06;4.71762e-07;-3.30801e-07
5.11229e+06;-3.37139e-07;-1.07955e-07
5.11962e+06;1.87802e-08;8.94736e-08
5.12694e+06;3.97643e-08;-1.41373e-07
5.13427e+06;-3.93147e-07;1.55062e-07
5.14159e+06;3.91703e-07;3.92272e-07
5.14892e+06;4.46227e-07;-3.46396e-07
5.15624e+06;-3.78019e-07;-7.13097e-07
5.16356e+06;-8.32264e-07;5.95198e-07
5.17089e+06;8.73117e-07;3.67597e-07
5.17821e+06;-6.48506e-07;-2.7562e-07
5.18554e+06;1.00179e-06;4.0497e-07
5.19286e+06;-7.53732e-07;-6.87379e-07
5.20018e+06;4.11979e-07;5.71967e-07
5.20751e+06;-8.36173e-08;-4.06316e-07
5.21483e+06;-1.2638e-07;1.84322e-07
5.22216e+06;3.67376e-07;-2.53436e-10
5.22948e+06;-1.98721e-07;-4.49931e-07
5.23681e+06;-4.36922e-07;1.21482e-08
5.24413e+06;-2.05917e-07;7.44058e-07
5.25145e+06;9.07446e-07;1.25553e-07
5.25878e+06;1.79975e-08;-8.37804e-07
5.2661e+06;-5.49387e-07;1.95964e-07
5.27343e+06;1.92237e-07;9.25667e-08
5.28075e+06;1.77448e-07;-9.64516e-08
5.28808e+06;-6.60044e-07;-5.4408e-07
5.2954e+06;-2.07756e-07;1.27076e-06
5.30272e+06;7.95799e-07;-1.6402e-07
5.31005e+06;3.34613e-07;-2.74295e-07
5.31737e+06;-4.87215e-07;-3.92679e-07
5.3247e+06;1.33073e-07;1.75051e-07
5.33202e+06;-2.34254e-07;7.51867e-08
5.33934e+06;3.09975e-07;-1.61415e-07
5.34667e+06;-4.31413e-07;-6.19677e-08
5.35399e+06;4.21546e-10;4.17034e-07
5.36132e+06;5.08426e-07;-6.19397e-08
5.36864e+06;-1.75502e-07;-4.7628e-07
5.37597e+06;-4.67021e-07;2.0063e-07
5.38329e+06;3.46276e-07;2.19993e-07
5.39061e+06;-4.00606e-07;6.37396e-09
5.39794e+06;7.39317e-07;3.89581e-07
5.40526e+06;-8.14364e-08;-7.89143e-07
5.41259e+06;-3.89345e-07;2.02658e-07
5.41991e+06;7.43073e-08;1.49783e-07
5.42724e+06;-2.15692e-10;-2.66952e-07
5.43456e+06;-3.98326e-07;9.64836e-07
5.44188e+06;1.6215e-06;-8.76641e-07
5.44921e+06;-1.62956e-06;-2.93684e-07
5.45653e+06;6.25217e-07;3.69837e-07
5.46386e+06;-4.89496e-07;-2.87203e-08
5.47118e+06;2.70384e-07;3.19252e-07
5.4785e+06;3.53234e-07;-2.10243e-07
5.48583e+06;-6.15628e-07;-2.69786e-07
5.49315e+06;5.14e-07;6.61453e-07
5.50048e+06;-3.16582e-07;-8.16156e-07
5.5078e+06;-4.20964e-09;1.02983e-06
5.51513e+06;8.40828e-07;-5.57023e-07
5.52245e+06;-4.03981e-07;-9.78451e-07
5.52977e+06;-1.42137e-06;8.96528e-07
5.5371e+06;1.6402e-06;7.46682e-07
5.54442e+06;-2.43462e-07;-1.40638e-06
5.55175e+06;-8.68262e-07;7.85189e-07
5.55907e+06;1.02912e-06;-1.7711e-07
5.5664e+06;-1.03474e-06;8.09283e-08
5.57372e+06;8.18618e-07;-3.72113e-08
5.58104e+06;-5.22028e-07;5.67804e-07
5.58837e+06;8.78472e-07;-8.04406e-07
5.59569e+06;-7.34999e-07;3.45957e-07
5.60302e+06;3.43933e-07;-2.32613e-07
5.61034e+06;-1.28365e-07;-5.42981e-09
5.61766e+06;-1.86405e-07;-9.3423e-08
5.62499e+06;-2.27685e-07;1.56859e-07
5.63231e+06;1.59335e-07;4.47345e-07
5.63964e+06;2.8257e-07;-1.74494e-07
5.64696e+06;1.59806e-07;4.46787e-08
5.65429e+06;5.85505e-08;-4.80088e-07
5.66161e+06;-4.58071e-07;-4.99257e-08
5.66893e+06;-2.26061e-08;4.85443e-07
5.67626e+06;2.23562e-07;-3.04659e-07
5.68358e+06;-1.25925e-07;4.12824e-07
5.69091e+06;3.35682e-07;-5.15656e-07
5.69823e+06;-4.78365e-07;3.29346e-07
5.70555e+06;4.90423e-07;-3.51924e-08
5.71288e+06;-4.41868e-08;-4.19634e-07
5.7202e+06;-7.94761e-07;1.40612e-07
5.72753e+06;6.76756e-07;4.54285e-07
5.73485e+06;-4.07299e-07;-3.23089e-08
5.74218e+06;8.65363e-07;-1.08278e-07
5.7495e+06;-4.98684e-07;-3.46863e-07
5.75682e+06;-2.19843e-07;-1.69428e-07
5.76415e+06;-2.22301e-07;6.80673e-07
5.77147e+06;6.86615e-07;-2.33002e-07
5.7788e+06;-8.3052e-07;-1.74427e-07
5.78612e+06;7.60844e-07;9.18249e-07
5.79345e+06;5.66899e-07;-1.12279e-06
5.80077e+06;-1.28704e-06;-3.96407e-07
5.80809e+06;1.48075e-07;1.27612e-06
5.81542e+06;7.00613e-07;-4.9593e-07
5.82274e+06;-3.70984e-07;-2.03361e-07
5.83007e+06;-9.56621e-08;1.00264e-07
5.83739e+06;3.60118e-07;3.37787e-07
5.84471e+06;-1.07843e-07;-9.32978e-07
5.85204e+06;-4.30065e-07;4.36615e-07
5.85936e+06;-5.50341e-07;2.55046e-07
5.86669e+06;1.20992e-06;8.08946e-07
5.87401e+06;1.01741e-07;-1.29337e-06
5.88134e+06;-1.03656e-06;-1.05264e-07
5.88866e+06;2.44464e-07;1.30057e-06
5.89598e+06;4.74839e-07;-9.81401e-07
5.90331e+06;-4.34923e-07;8.64972e-07
5.91063e+06;1.06723e-06;-4.92095e-07
5.91796e+06;-6.19148e-07;-9.09314e-07
5.92528e+06;-9.22501e-07;6.88988e-07
5.93261e+06;7.06005e-07;6.82505e-07
5.93993e+06;3.91732e-07;-6.77197e-07
5.94725e+06;-3.11539e-07;3.2493e-07
5.95458e+06;3.20307e-07;-6.11031e-07
5.9619e+06;-2.87251e-07;-3.72185e-08
5.96923e+06;-8.23997e-07;-3.91615e-07
5.97655e+06;-6.46932e-07;1.67787e-06
5.98387e+06;3.59679e-07;-1.84462e-07
5.9912e+06;3.06014e-06;5.35625e-06
5.99852e+06;4.17812e-06;-1.18524e-05
6.00585e+06;-1.02425e-05;4.38287e-06
6.01317e+06;4.29806e-06;1.62376e-06
6.0205e+06;-4.6527e-07;-7.91108e-07
6.02782e+06;-3.08787e-07;5.63513e-07
6.03514e+06;-1.10744e-07;-5.36132e-07
6.04247e+06;1.49818e-07;1.72073e-06
6.04979e+06;1.08408e-06;-1.30683e-06
6.05712e+06;-6.30088e-07;3.98904e-08
6.06444e+06;-1.12687e-07;-9.5649e-08
6.07177e+06;-1.25456e-07;6.75696e-08
6.07909e+06;-9.25439e-08;8.26952e-07
6.08641e+06;1.17304e-06;-6.62123e-07
6.09374e+06;-7.10469e-07;-4.56487e-07
6.10106e+06;-4.6349e-07;1.29337e-07
6.10839e+06;5.58034e-07;3.20803e-07
6.11571e+06;-9.67351e-07;-2.79909e-07
6.12303e+06;1.16817e-06;1.02353e-06
6.13036e+06;-2.51466e-07;-1.34084e-06
6.13768e+06;-1.63137e-07;6.72211e-07
6.14501e+06;-1.17091e-07;-5.9199e-07
6.15233e+06;-1.32009e-07;5.50394e-07
6.15966e+06;-3.22977e-07;-7.24822e-08
6.16698e+06;6.22151e-07;6.97857e-07
6.1743e+06;4.11648e-07;-3.4458e-07
6.18163e+06;3.54843e-08;-9.93573e-07
6.18895e+06;-8.42919e-07;3.61143e-07
6.19628e+06;-2.67481e-07;2.32429e-07
6.2036e+06;5.52065e-07;7.53048e-07
6.21093e+06;7.08489e-07;-5.23078e-07
6.21825e+06;-9.28511e-07;-8.3473e-07
6.22557e+06;1.27829e-07;1.53016e-06
6.2329e+06;1.03074e-06;-1.0441e-06
6.24022e+06;-1.02433e-06;-4.70069e-07
6.24755e+06;-1.20076e-07;7.72664e-07
6.25487e+06;4.90405e-07;-2.27278e-07
6.26219e+06;-6.09237e-07;-1.58031e-07
6.26952e+06;2.95751e-07;6.31029e-07
6.27684e+06;3.67046e-07;-3.1956e-07
6.28417e+06;-2.47341e-07;-3.62017e-07
6.29149e+06;-2.25438e-07;1.50438e-07
6.29882e+06;-2.87715e-07;3.65697e-07
6.30614e+06;8.09075e-07;2.76992e-07
6.31346e+06;-1.57742e-07;-6.21961e-07
6.32079e+06;5.81642e-08;8.2231e-08
6.32811e+06;-3.232e-07;-1.38696e-07
6.33544e+06;-3.55171e-08;6.34639e-08
6.34276e+06;-1.87696e-08;5.64681e-07
6.35008e+06;6.32212e-07;-4.77276e-07
6.35741e+06;-4.06007e-07;-1.10828e-07
6.36473e+06;1.28052e-07;-2.72921e-07
6.37206e+06;-7.65839e-07;8.75011e-08
6.37938e+06;8.1116e-08;7.3429e-07
6.38671e+06;9.62788e-07;1.58533e-07
6.39403e+06;-2.5067e-07;-1.20626e-06
6.40135e+06;-8.3558e-07;7.67845e-07
6.40868e+06;9.82104e-07;3.11214e-07
6.416e+06;-3.7566e-07;-8.98608e-07
6.42333e+06;-1.86467e-07;7.98885e-07
6.43065e+06;4.17417e-07;-4.43168e-07
6.43798e+06;-5.11221e-07;8.28617e-08
6.4453e+06;5.24368e-07;4.83399e-07
6.45262e+06;3.65874e-11;-8.99708e-07
6.45995e+06;-3.43905e-07;4.03566e-07
6.46727e+06;-2.98529e-07;7.64834e-08
6.4746e+06;8.96617e-07;2.64979e-07
6.48192e+06;-6.64896e-07;-5.07896e-07
6.48924e+06;5.00132e-07;5.86204e-08
6.49657e+06;-8.82001e-07;1.10342e-07
6.50389e+06;1.02792e-06;4.26765e-07
6.51122e+06;-4.94622e-07;-1.10649e-06
6.51854e+06;-3.52453e-07;1.02908e-06
6.52587e+06;2.35358e-07;-3.93778e-07
6.53319e+06;2.57894e-07;5.90987e-07
6.54051e+06;1.47052e-07;-5.68227e-07
6.54784e+06;-1.42758e-08;-3.1707e-07
6.55516e+06;-7.66332e-07;4.65114e-07
6.56249e+06;9.4536e-07;-7.1399e-08
6.56981e+06;-8.21025e-07;-1.10165e-07
6.57714e+06;6.58494e-07;3.8736e-07
6.58446e+06;-7.96596e-08;-5.51535e-07
6.59178e+06;-1.613e-07;1.09087e-07
6.59911e+06;-2.29998e-07;-1.97664e-07
6.60643e+06;-5.20717e-08;4.96331e-07
6.61376e+06;2.29651e-07;-1.09805e-07
6.62108e+06;-1.81173e-07;-1.63746e-07
6.6284e+06;-5.45046e-08;6.86874e-07
6.63573e+06;8.26348e-07;-5.21917e-07
6.64305e+06;-7.0488e-07;-1.1928e-07
6.65038e+06;3.97051e-07;5.0129e-08
6.6577e+06;-2.94003e-07;-1.11779e-07
6.66503e+06;-1.87998e-07;-8.07672e-08
6.67235e+06;1.84121e-08;7.12804e-07
6.67967e+06;6.43479e-07;-3.22529e-07
6.687e+06;-4.16983e-08;-4.31764e-07
6.69432e+06;-5.86479e-07;-3.39907e-07
6.70165e+06;-4.62291e-07;8.53768e-07
6.70897e+06;1.02993e-06;3.18008e-07
6.7163e+06;8.17834e-08;-9.35506e-07
6.72362e+06;-6.08928e-07;8.22037e-08
6.73094e+06;5.07219e-08;-6.03672e-09
6.73827e+06;-3.8489e-07;5.45349e-07
6.74559e+06;9.23282e-07;-2.47396e-07
6.75292e+06;-8.92578e-07;-3.62745e-07
6.76024e+06;-5.77038e-08;9.05218e-07
6.76756e+06;1.28544e-06;1.49527e-07
6.77489e+06;-5.13211e-07;-1.43403e-06
6.78221e+06;-2.51994e-07;9.2551e-07
6.78954e+06;1.93789e-07;-7.19817e-07
6.79686e+06;-7.88312e-07;2.31829e-07
6.80419e+06;5.02292e-07;9.04009e-07
6.81151e+06;2.75086e-07;-9.94842e-07
6.81883e+06;-5.11752e-07;5.37065e-07
6.82616e+06;3.38243e-07;8.05866e-08
6.83348e+06;2.09838e-07;-3.29226e-07
6.84081e+06;-3.37221e-07;1.11528e-07
6.84813e+06;1.26103e-07;-2.30333e-07
6.85546e+06;-4.54345e-07;4.74704e-07
6.86278e+06;9.33933e-07;4.82989e-08
6.8701e+06;-7.01156e-07;-7.59557e-07
6.87743e+06;1.37585e-07;1.1085e-06
6.88475e+06;7.4599e-07;-8.39545e-07
6.89208e+06;-7.16292e-07;-3.66257e-07
6.8994e+06;-4.43737e-07;3.19308e-07
6.90672e+06;9.14654e-08;6.41953e-07
6.91405e+06;6.70152e-07;-1.55047e-07
6.92137e+06;-3.83616e-07;-1.35468e-07
6.9287e+06;6.6819e-07;-6.10046e-08
6.93602e+06;-9.11928e-07;-4.97046e-07
6.94335e+06;2.36713e-07;9.47641e-07
6.95067e+06;4.47025e-07;-3.97968e-07
6.95799e+06;1.13976e-07;-7.36187e-08
6.96532e+06;-2.81893e-07;-6.87154e-07
6.97264e+06;-5.22432e-07;3.70773e-07
6.97997e+06;-1.274e-07;6.04352e-07
6.98729e+06;9.93024e-07;1.15092e-07
6.99461e+06;2.51942e-08;-9.39217e-07
7.00194e+06;-8.24437e-07;-1.93487e-07
7.00926e+06;-5.20591e-07;6.13332e-07
7.01659e+06;6.13704e-07;7.85809e-07
7.02391e+06;4.36455e-07;-4.26732e-07
7.03124e+06;2.3815e-07;-1.1748e-07
7.03856e+06;-3.91274e-08;-7.87612e-07
7.04588e+06;-1.34024e-06;2.07143e-08
7.05321e+06;6.26796e-07;1.86226e-06
7.06053e+06;1.11774e-06;-1.55879e-06
7.06786e+06;-7.81261e-07;3.78012e-07
7.07518e+06;8.21889e-08;-7.5443e-07
7.08251e+06;-5.27142e-07;7.9326e-07
7.08983e+06;5.81848e-07;-1.64599e-07
7.09715e+06;-4.86448e-07;-2.81907e-07
7.10448e+06;1.06224e-07;5.96651e-07
7.1118e+06;1.36244e-07;-2.65211e-07
7.11913e+06;-7.01058e-08;2.7783e-07
7.12645e+06;6.72889e-07;-1.77829e-07
7.13377e+06;-8.39308e-07;-5.74539e-07
7.1411e+06;3.87623e-07;9.09642e-07
7.14842e+06;2.11476e-07;-7.96467e-07
7.15575e+06;-4.41934e-07;1.44959e-07
7.16307e+06;-2.86756e-08;-1.97919e-07
7.1704e+06;-3.88209e-07;7.50844e-07
7.17772e+06;7.98974e-07;-3.04667e-07
7.18504e+06;-3.39218e-07;-5.97811e-08
7.19237e+06;-1.89525e-07;-1.42801e-07
7.19969e+06;1.06265e-07;7.03707e-07
7.20702e+06;5.74229e-07;-4.72946e-07
7.21434e+06;-3.57372e-07;-2.98913e-07
7.22167e+06;-1.56911e-07;2.85365e-07
7.22899e+06;2.21451e-07;-1.43243e-07
7.23631e+06;-2.33031e-07;-6.52956e-08
7.24364e+06;-1.8007e-08;9.71094e-08
7.25096e+06;-4.72205e-07;1.42923e-07
7.25829e+06;1.00556e-06;6.74909e-07
7.26561e+06;-3.62225e-07;-9.66184e-07
7.27293e+06;2.85047e-07;5.23566e-07
7.28026e+06;1.89227e-07;-4.5398e-07
7.28758e+06;-4.96749e-07;-7.99558e-07
7.29491e+06;-8.64115e-07;1.06504e-06
7.30223e+06;8.9601e-07;2.27266e-07
7.30956e+06;-1.36983e-09;-1.58694e-07
7.31688e+06;4.32556e-08;-2.22406e-07
7.3242e+06;1.08589e-07;3.48972e-07
7.33153e+06;2.26095e-07;-7.59264e-07
7.33885e+06;-7.86674e-07;5.29852e-08
7.34618e+06;9.49774e-08;6.28142e-07
7.3535e+06;2.32577e-07;-5.79843e-08
7.36083e+06;4.92558e-07;-7.58778e-08
7.36815e+06;-6.88101e-07;-5.46488e-07
7.37547e+06;1.89324e-07;7.14939e-07
7.3828e+06;1.62693e-07;-3.12596e-07
7.39012e+06;-7.53491e-08;-6.61666e-08
7.39745e+06;-5.19051e-09;-2.78818e-10
7.40477e+06;-1.48506e-07;1.20968e-08
7.41209e+06;7.7141e-08;-1.48604e-07
7.41942e+06;-4.2324e-07;4.34283e-07
7.42674e+06;6.81726e-07;-2.06875e-07
7.43407e+06;-9.21205e-07;2.39819e-07
7.44139e+06;1.47575e-06;5.57583e-07
7.44872e+06;-4.86103e-07;-1.38993e-06
7.45604e+06;-1.65307e-07;4.29215e-07
7.46336e+06;-4.8577e-07;-6.89828e-08
7.47069e+06;3.82474e-07;2.70818e-07
7.47801e+06;-2.08829e-07;5.45988e-08
7.48534e+06;2.64167e-07;-2.34806e-07
7.49266e+06;-4.18853e-07;2.04121e-07
7.49999e+06;1.86976e-07;1.67465e-07
7.50731e+06;1.27944e-07;3.55332e-07
7.51463e+06;8.98784e-07;-2.45491e-07
7.52196e+06;-2.16356e-07;-1.24525e-06
7.52928e+06;-1.51498e-06;2.16027e-07
7.53661e+06;5.32059e-07;1.32957e-06
7.54393e+06;7.91226e-07;-6.57206e-07
7.55125e+06;-8.81846e-07;-4.20003e-07
7.55858e+06;3.80799e-07;9.65433e-07
7.5659e+06;1.4278e-07;-6.15488e-07
7.57323e+06;1.28639e-07;-1.52866e-07
7.58055e+06;-7.65533e-07;5.98099e-08
7.58788e+06;1.15364e-07;4.66782e-07
7.5952e+06;9.30855e-07;5.44096e-07
7.60252e+06;-2.07565e-07;-1.8498e-06
7.60985e+06;-1.10928e-06;1.48094e-06
7.61717e+06;1.23277e-06;-2.12868e-07
7.6245e+06;-4.36786e-07;-2.42497e-07
7.63182e+06;2.01656e-07;-8.74712e-09
7.63914e+06;-1.92969e-07;-7.22623e-08
7.64647e+06;-1.02003e-07;-6.18242e-08
7.65379e+06;-6.46203e-08;4.79062e-07
7.66112e+06;6.84703e-07;-1.9443e-07
7.66844e+06;-5.03516e-07;-7.20051e-07
7.67577e+06;-3.90669e-07;6.88924e-07
7.68309e+06;4.43658e-07;2.82533e-07
7.69041e+06;6.07943e-07;-6.68838e-07
7.69774e+06;-1.14988e-06;-3.65151e-07
7.70506e+06;4.10353e-08;9.3994e-07
7.71239e+06;5.26768e-07;-6.17108e-08
7.71971e+06;-5.30446e-08;-1.10599e-07
7.72704e+06;3.22971e-07;-4.11459e-07
7.73436e+06;-1.02727e-06;2.34556e-07
7.74168e+06;1.02346e-06;2.46267e-07
7.74901e+06;-8.64431e-07;-2.10604e-07
7.75633e+06;9.6094e-07;4.29336e-07
7.76366e+06;-6.42382e-07;-8.60132e-07
7.77098e+06;1.30699e-07;1.13803e-06
7.7783e+06;6.67639e-07;-1.0078e-06
7.78563e+06;-8.59068e-07;-2.52582e-08
7.79295e+06;-5.18198e-08;4.5012e-07
7.80028e+06;2.38626e-07;2.53786e-08
7.8076e+06;-1.33624e-07;2.87269e-07
7.81493e+06;1.05203e-06;6.4458e-09
7.82225e+06;-6.6903e-07;-1.51437e-06
7.82957e+06;-1.0673e-06;1.2029e-06
7.8369e+06;8.60631e-07;6.26525e-07
7.84422e+06;7.40375e-07;-5.9794e-07
7.85155e+06;-6.34191e-07;-7.21119e-07
7.85887e+06;-5.66677e-07;8.53894e-07
7.8662e+06;7.95483e-07;-2.41983e-07
7.87352e+06;-3.41816e-07;4.24e-07
7.88084e+06;4.34727e-07;-8.83587e-07
7.88817e+06;-7.9303e-07;8.55016e-07
7.89549e+06;1.04535e-06;-2.66294e-07
7.90282e+06;-5.11049e-07;-5.42486e-07
7.91014e+06;-7.03737e-07;6.34243e-07
7.91746e+06;1.20415e-06;3.3389e-07
7.92479e+06;-5.20333e-07;-6.68791e-07
7.93211e+06;5.45268e-08;6.96939e-07
7.93944e+06;7.06312e-07;1.15062e-07
7.94676e+06;-2.32718e-07;-1.22269e-06
7.95409e+06;2.51748e-07;1.95192e-06
7.96141e+06;8.2069e-07;-1.04839e-06
7.96873e+06;-6.75129e-07;-9.7902e-08
7.97606e+06;4.32054e-06;1.03368e-06
7.98338e+06;5.77144e-06;1.40544e-05
7.99071e+06;3.34905e-05;-7.99941e-05
7.99803e+06;-0.000143759;5.14432e-05
8.00536e+06;0.00011458;6.13866e-05
8.01268e+06;-1.22519e-05;-4.71345e-05
8.02e+06;9.15984e-07;9.02557e-07
8.02733e+06;-2.20069e-06;-7.42633e-07
8.03465e+06;-8.6785e-07;-5.87035e-07
8.04198e+06;-6.3424e-07;-8.01677e-07
8.0493e+06;4.03535e-07;4.76164e-07
8.05662e+06;-8.93923e-07;-2.33475e-07
8.06395e+06;3.61426e-07;1.46601e-07
8.07127e+06;-1.71736e-07;1.22081e-07
8.0786e+06;4.84427e-07;-6.3342e-07
8.08592e+06;-1.19884e-06;4.9504e-07
8.09325e+06;1.31332e-06;2.1102e-07
8.10057e+06;-7.41657e-07;-1.15089e-06
8.10789e+06;-4.71416e-07;1.19845e-06
8.11522e+06;6.63955e-07;-1.37453e-07
8.12254e+06;2.26193e-07;-1.92362e-07
8.12987e+06;-4.78419e-07;-2.00126e-07
8.13719e+06;2.3867e-07;2.28999e-07
8.14451e+06;1.43302e-07;1.68625e-07
8.15184e+06;2.27558e-07;-7.53987e-07
8.15916e+06;-5.99679e-07;-1.61074e-07
8.16649e+06;-6.71869e-07;8.56569e-07
8.17381e+06;1.37975e-06;2.15834e-08
8.18114e+06;-7.04895e-07;-5.92695e-07
8.18846e+06;1.3436e-07;4.42793e-07
8.19578e+06;3.30292e-07;-2.74931e-07
8.20311e+06;-4.05246e-07;-6.73434e-07
8.21043e+06;-9.57478e-07;1.07645e-06
8.21776e+06;1.58668e-06;4.22393e-08
8.22508e+06;-8.26774e-07;-7.73412e-07
8.23241e+06;-1.45907e-07;7.41336e-07
8.23973e+06;6.12742e-07;-2.63628e-07
8.24705e+06;-5.26667e-07;2.68215e-07
8.25438e+06;9.37167e-07;-4.16453e-07
8.2617e+06;-1.21583e-06;-2.33529e-08
8.26903e+06;1.17548e-06;3.49056e-07
8.27635e+06;-1.05612e-06;-6.47884e-07
8.28367e+06;7.47827e-07;6.5153e-07
8.291e+06;-7.18668e-07;-5.64776e-07
8.29832e+06;4.5693e-07;7.05597e-07
8.30565e+06;-3.50675e-08;-3.50514e-07
8.31297e+06;2.2901e-07;-6.23602e-08
